X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
0.4967141530112327,0.4588876343811813,-0.13826430117118466,-0.16313415149884683,0.6476885381006925,0.6570157650686326,1.5230298564080254,1.4751970266441943,-0.23415337472333597,-0.23603374764153112,1.3969170130639936
-0.23413695694918055,-0.20660109853753728,1.5792128155073915,1.5624073843014823,0.7674347291529088,0.8116954156613954,-0.4694743859349521,-0.4874556366235653,0.5425600435859647,0.5712143132010018,4.082852281845559
-0.46341769281246226,-0.39975300690208326,-0.46572975357025687,-0.443310945416559,0.24196227156603412,0.2676920602620947,-1.913280244657798,-1.9131229336662523,-1.7249178325130328,-1.754489613903099,-2.814447992731987
-0.5622875292409727,-0.5313135714244382,-1.0128311203344238,-0.9945200123714198,0.3142473325952739,0.30944917669637106,-0.9080240755212109,-0.9066146577082687,-1.4123037013352915,-1.3971823058697561,-2.3083789969009474
1.465648768921554,1.4200676699429335,-0.22577630048653566,-0.2264033483054601,0.06752820468792384,0.06695771845084317,-1.4247481862134568,-1.438250150357834,-0.5443827245251827,-0.5602904530763558,1.631491741839846
0.11092258970986608,0.09639556752387854,-1.1509935774223028,-1.1474737559230392,0.37569801834567196,0.3456221374065377,-0.600638689918805,-0.58195319194838,-0.2916937497932768,-0.3154799347611471,-2.302676099995926
-0.6017066122293969,-0.5636992777537982,1.8522781845089378,1.8906081313825904,-0.013497224737933921,-0.01405261881770562,-1.0577109289559004,-1.089739541837378,0.822544912103189,0.8193340013045523,1.7992168810227018
-1.2208436499710222,-1.2420737339395858,0.2088635950047554,0.1911164533396805,-1.9596701238797756,-1.9683298830473797,-1.3281860488984305,-1.3324574334490693,0.19686123586912352,0.1658039661965423,-2.6007702947547755
0.7384665799954104,0.7517811628397972,0.1713682811899705,0.18778120262507164,-0.11564828238824053,-0.10596672557809785,-0.3011036955892888,-0.2974948266379318,-1.4785219903674274,-1.4951314695278428,1.7034937236145609
-0.7198442083947086,-0.6966051867918286,-0.4606387709597875,-0.46670455053280435,1.0571222262189157,1.032305297912346,0.3436182895684614,0.35905145459022386,-1.763040155362734,-1.7989764921403995,-2.830549305605874
0.324083969394795,0.2962760552474525,-0.38508228041631654,-0.3916127165131331,-0.6769220003059587,-0.6613416048787235,0.6116762888408679,0.6330247351835345,1.030999522495951,1.0899412764834426,0.09688799688917618
0.9312801191161986,0.9294943584343446,-0.8392175232226385,-0.8062542176630229,-0.3092123758512146,-0.26323020846113726,0.33126343140356396,0.2975241686484279,0.9755451271223592,0.976603033681511,0.14715964610291857
-0.47917423784528995,-0.5764122580473621,-0.18565897666381712,-0.16089648619417624,-1.1063349740060282,-1.109597778459734,-1.1962066240806708,-1.2422300492027394,0.812525822394198,0.7915340571544205,-1.4615562314049897
1.356240028570823,1.3255083993307943,-0.07201012158033385,-0.04760483250031469,1.0035328978920242,1.0155842495549925,0.36163602504763415,0.3999663297045894,-0.6451197546051243,-0.6387003572830976,1.520803882714468
0.36139560550841393,0.3538185609666191,1.5380365664659692,1.577200930680599,-0.03582603910995154,-0.015121719358618162,1.5646436558140062,1.574613076173394,-2.6197451040897444,-2.623114945580469,2.9448916929176607
0.8219025043752238,0.7844690089162784,0.08704706823817122,0.08767718348715399,-0.29900735046586746,-0.31104396462244255,0.0917607765355023,0.06930618043880568,-1.9875689146008928,-1.9941980025868895,2.2606678189769696
-0.21967188783751193,-0.1706995487195629,0.3571125715117464,0.3775711606505953,1.477894044741516,1.4846168191958287,-0.5182702182736474,-0.4717356590079717,-0.8084936028931876,-0.7900686018918849,0.7366211785727546
-0.5017570435845365,-0.5446612849233555,0.9154021177020741,0.9060941150042705,0.32875110965968446,0.3291288816831383,-0.5297602037670388,-0.5262899647382531,0.5132674331133561,0.5359926644147752,-0.14355472948841008
0.09707754934804039,0.08387621474713088,0.9686449905328892,0.9783699811075425,-0.7020530938773524,-0.6991228109208875,-0.3276621465977682,-0.2922832310758534,-0.39210815313215763,-0.40802318756047345,2.001519245980378
-1.4635149481321186,-1.459592730813536,0.29612027706457605,0.29221598543354554,0.26105527217988933,0.23786497866422535,0.00511345664246089,0.007139011084764158,-0.23458713337514692,-0.2518616805944873,-1.4507614397401856
-1.4153707420504142,-1.3721325433784308,-0.42064532276535904,-0.4177354438155775,-0.3427145165267695,-0.3419792112990012,-0.8022772692216189,-0.7404548314751593,-0.16128571166600914,-0.16953726258055846,-4.7132452349259255
0.4040508568145384,0.3609749922791552,1.8861859012105302,1.9040406119736377,0.17457781283183896,0.18951776156920244,0.25755039072276437,0.3102106159960605,-0.07444591576616721,-0.14350355070823476,4.572678677100077
-1.9187712152990415,-1.8838763027343928,-0.026513875449216878,-0.05106049594622106,0.06023020994102644,0.1037645181748777,2.463242112485286,2.4557731880309137,-0.19236096478112252,-0.2378166966470791,-4.066919767138895
0.30154734233361247,0.3018543341642001,-0.03471176970524331,0.028059848565320497,-1.168678037619532,-1.1398999128369758,1.1428228145150205,1.1719699430436512,0.7519330326867741,0.7929392607101099,1.0247788347129267
0.7910319470430469,0.7615866875116084,-0.9093874547947389,-0.93956797623973,1.4027943109360992,1.4673897846614459,-1.4018510627922809,-1.3824897843047264,0.5868570938002703,0.6362061252053088,-0.9215537144504313
2.1904556258099785,2.2043187300378766,-0.9905363251306883,-1.0269619835143202,-0.5662977296027719,-0.5893181564894134,0.09965136508764122,0.14071031181361168,-0.5034756541161992,-0.5109467353028906,0.5791770340044171
-1.5506634310661327,-1.5446916401989286,0.06856297480602733,0.10330630101102936,-1.0623037137261049,-1.0361340946244846,0.4735924306351816,0.44464472681777845,-0.9194242342338032,-0.9021275253421301,-4.044299568868635
1.5499344050175394,1.5319278987027756,-0.7832532923362371,-0.759503411517349,-0.3220615162056756,-0.31656125603352503,0.8135172173696698,0.8340987611696229,-1.2308643164339552,-1.2215268117976492,1.4262516033301873
0.22745993460412942,0.22955399715383,1.307142754282428,1.3258663487939928,-1.6074832345612275,-1.5417891465646973,0.1846338585323042,0.21638659313779185,0.25988279424842353,0.3522492185020807,3.0038010582857955
0.7818228717773104,0.7702634638714575,-1.236950710878082,-1.2181003456001536,-1.3204566130842763,-1.3447055616449308,0.5219415656168976,0.4691793810242042,0.29698467323318606,0.33057192057622337,-1.5963350082717822
0.25049285034587654,0.253898370703414,0.3464482094969757,0.34608080631156823,-0.6800247215784908,-0.7052163768439141,0.23225369716100355,0.19675594178103029,0.29307247329868125,0.28923494555425827,1.6298038619315276
-0.7143514180263678,-0.6944874977907364,1.8657745111447566,1.8388568800001817,0.4738329209117875,0.45585114154846684,-1.1913034972026486,-1.2524804625354515,0.6565536086338297,0.627887395415817,0.6284106694982172
-0.9746816702273214,-0.9271011657429609,0.787084603742452,0.7893587404882638,1.158595579007404,1.0948787072781099,-0.8206823183517105,-0.8287645233850472,0.9633761292443218,0.9151827396365947,-0.3550014590238827
0.4127809269364983,0.3756464619716928,0.82206015999449,0.8017453086491266,1.8967929826539474,1.8810203320035246,-0.2453881160028705,-0.22386184832899164,-0.7537361643574896,-0.7476322552814729,1.1282830190711162
-0.8895144296255233,-0.8255234283858353,-0.8158102849654383,-0.7865566929629058,-0.0771017094141042,-0.09987568926071513,0.3411519748166439,0.3862226863795247,0.27669079933001905,0.25400027697148997,-3.559334335403302
0.8271832490360238,0.7686206150503487,0.01300189187790702,0.00859017043284286,1.4535340771573169,1.4580458907516032,-0.2646568332379561,-0.2624339898253628,2.720169166589619,2.6775015553016885,1.5029905079348604
