X1,X2,X5,X3,X6,X38,X9,X14,X8,X49,X10,X48,X16,X35,X21,X44,X43,X28,X29,X33,X30,X39,X45,X40,X42,X26,X20,X7,X22,X18,X24,X25,X4,X15,X46,X34,X19,X47,X27,X37,X17,X11,X31,X36,X50,X41,X13,X23,X12,X32,Y
190.60827167864372,160.47306776023393,118.55927187613221,83.87596578525633,14.272381273337023,59.97213195838859,102.45510887097866,238.6256057337465,235.5553095437511,147.7338993749747,119.58264963737952,112.29234759842095,215.30685151364818,17.98233460129637,141.5321854598452,82.40357329598473,127.4892196107047,69.56980746614173,96.66072079914872,32.826267904596314,112.1156913777703,113.20846212515637,134.8593067442682,68.55586534174137,126.55986575525537,146.4183207279682,174.1970278111233,124.71910567246705,113.05181286755442,202.75974294845844,79.26817949220663,91.00765734261795,148.29264614679593,197.35073976504876,120.22043038258148,78.8849072763826,164.2527678240348,39.09902284103279,124.82660023070254,77.05528244556406,211.40251801155034,134.33335823841693,131.2863898566743,108.36512661471457,167.48961106774613,56.992387739920154,149.7131229338366,92.04555511445376,121.23594247457238,23.17557682805956,7.677973121328886
201.0350488777827,155.69298145470674,137.01095340553232,81.49002197669577,73.92652125234639,126.77541163729204,202.54619975658662,84.41281935657226,184.80494501405565,130.059797445993,209.21096703152335,150.2678902038789,96.24082645547753,204.51139619835502,106.04970540466033,16.98199676280129,95.93064133342804,188.7408910836327,154.9059546685044,81.39620803287691,141.89887619783053,204.3611115588105,81.10171735530534,190.9387181741119,127.08557487894281,145.79370342230055,187.06536060190723,186.0650560884024,76.48618891603137,140.82061074884805,149.06515730459924,163.0184754909631,186.92277876007734,105.70254710291618,159.8648330627949,98.37889592102759,118.45387317051467,92.35118298726483,132.35458238222094,121.67201948177801,97.76540360427603,180.9580927247347,96.31926253571665,181.3320414228249,97.83933551545552,194.69158659341235,102.76551476400245,116.78890490523366,141.59821642363613,42.14633741438105,7.6364002451280015
225.19212378065876,233.923253569976,99.34251801229139,188.51341956230402,62.37598104813525,123.03456513280356,66.36336723960933,106.23287063080429,39.16586768552986,161.78708074782176,76.79201169333943,82.13508502547488,96.1761209148288,130.7138321357976,137.52183508531704,146.16873243080522,77.40694461613968,77.8028026550025,117.78868290057343,66.8003977889386,57.16520150274479,131.0332856057275,142.39097480120702,116.10973472615288,88.57187791319251,246.24832136383088,169.75752028237227,43.417101627812634,121.28446187352372,103.11353471951304,104.11650914930148,195.93837012342848,176.2648191241747,132.8895020296974,132.73520925065506,119.54521609711672,117.6337433703479,30.190580719483606,129.9127430195637,135.139729953239,69.71029451836932,133.7018117805385,139.6693910907081,122.80658426571159,125.80963578332519,89.54694905700353,107.35216290576724,121.66347598770672,122.88146349931453,108.80613704670084,7.43255785497195
154.14486973967183,127.39060394068744,20.075374321997856,53.36127740541183,89.03854983769571,169.21644175545907,160.38817863655274,184.79037606157942,120.72745399948212,152.57798249904795,203.27133812474358,80.17557019891728,101.71955112750982,95.08573573415347,1.5696978803192374,158.46302003212358,185.06004511394562,148.61077404518338,120.7941635813911,170.56801404223768,98.98105400368519,203.92434314923992,121.38874670552428,141.02733018904385,101.21222780056426,229.65081814314178,40.9761872296257,105.52445000701277,38.57518220133653,24.091640933526005,103.00603190567685,172.3431915211247,124.12080168682525,66.10829916245667,67.66528175857054,170.77274318688436,0.46670070417368537,45.40348762969157,146.6370906184292,80.29288959910093,85.51716874429928,120.21967164492821,96.68974243716444,139.82238144040372,110.31520348286676,98.95732301323581,188.13246271221934,88.7784025012431,142.4143017386884,151.9556842031632,7.406669368860211
175.0020039242163,160.02798678089823,82.36938345120583,93.00047647142019,87.9997965580156,77.53342898823782,116.18980096136467,168.29495765053113,155.99278018152265,101.84274122989311,116.28444967966732,130.86473042021814,125.03731193107988,154.48207429829435,130.0926029995223,113.20999412116262,126.85127314270606,201.38297809784268,203.73265024799602,77.44462646898776,143.15139337498925,89.74947444531323,87.55601812842255,109.30150739665183,118.616243835431,146.9887901000661,133.08806345481318,179.30105382628065,146.38167722241914,125.33888919639786,134.64366774307538,103.71977889221488,126.6974776373889,185.95341729974638,76.54689060653317,93.99977684481324,98.76009941916153,80.93803903891771,160.25990596475003,149.69551581774041,158.17961495141998,88.99469032383224,145.44943797149327,138.37492119683552,70.96732599824773,80.92649608438069,147.32667830341845,124.95783924271888,117.20740092406776,126.74981017330765,7.363758624635273
179.8098058863001,149.15832283392444,92.77656242601552,68.24753943937236,63.95946731790068,143.68517253741064,134.75959782389995,125.64609727258443,137.19461814513383,160.4816168085823,116.60754128251004,139.4182693344214,146.0984111490886,154.69693106599905,111.62545096773543,84.09259963479576,118.84991503225095,180.44760528943797,167.50543611902123,79.38968204845565,128.44749599853384,133.4355905558871,180.23325762733478,139.86021499172315,156.90570088373042,173.87177667600938,137.7920444014209,76.92329224968972,113.47127376662847,190.34211511460762,89.76756920299599,110.68059178245811,138.90110280495364,118.50463630420656,135.41818225407505,130.45215136126515,130.82712758061027,182.28092763332717,200.64889024266822,111.59661187623428,129.15915122210782,95.98857281778947,107.07856024475495,191.96801631272984,155.26460038248615,105.7398005068979,61.846828141073225,78.67631946896194,124.10179769969294,82.17618164450428,7.159095521338807
229.55310683073677,134.127574314864,82.90380806958203,79.39803977822132,112.70266036861237,24.978959811563715,158.3610079330437,146.4303508100038,95.66273196878133,167.12333575699495,144.77346447615346,191.32104356211775,95.29824299441681,105.15324953549603,90.08786407287711,123.78063975345158,130.99958410086455,108.86058137814913,89.05904569837078,140.75065814154345,80.5159656706583,177.45886822794893,94.15080309062652,137.1409959241305,162.5260946008613,114.29212897265784,142.4926888971401,93.96556490680462,205.67291296737366,196.08421702314268,170.86963143981123,70.19352398915188,110.80086443972962,113.19664853485921,95.19615210528313,150.425468222235,169.99651406364563,77.12750045885214,132.023634861633,38.27675084706869,138.97469405010946,132.30232866772317,94.111977706167,99.43776198616713,134.3155471001871,168.045086578083,157.5190621741055,168.30892983502528,188.92503055558743,90.23969380886759,6.845809415841397
255.0,248.88537894557794,92.4124270523825,181.14269199303598,124.98533418752318,109.25714477710558,170.65985733894848,125.531010219233,187.13699250073807,180.126706059119,153.83672262289096,129.46411781758624,60.42424786458768,108.267895757954,58.11246822042324,90.89002724934538,198.63176542811777,138.83532232421635,87.26966551772787,75.77799829910086,141.4852758387023,138.85315560069404,73.56059112639578,119.84468452759369,210.3635995723407,147.9784151396997,133.302405816414,95.31946891845371,129.76965373808267,152.63303326923463,153.80526834496675,129.57777539547,88.36772040184817,128.44605245228027,80.39890007565266,85.57396072995103,58.44780603188206,50.21595071882631,91.31264268434806,126.98317194885952,53.83555462566316,189.85827886504038,166.55223862184562,183.0652482386515,143.73574125280058,133.10880628074008,87.57098981378918,163.39120957070858,133.2003481029828,102.1161197342965,6.832229210237665
193.00942137938677,184.93853756588874,112.71974717159527,94.85582538018345,140.75137708349516,141.07479377528702,127.00391763155973,80.15667805907763,195.27613537981387,124.27390432591186,180.26966770809102,136.24257329416392,161.63218561876542,129.97587961406404,105.23681240966805,203.45421183882527,216.02699419717266,166.45936573551387,132.92212904962506,97.30902874327226,103.52289108657116,128.99362768208695,102.78707425936524,176.3327788339699,179.55865228826718,98.053563665739,96.73173255899701,208.11267116540657,72.90817535700806,97.57260039225999,153.24251082340342,62.24296533305763,150.03621687276745,129.74040843353777,104.02625198012883,111.6394847558235,144.3773311141765,122.20371139781396,210.56444106318636,106.84706882670939,109.68350973163938,207.86031281998333,152.27817104852994,172.5431067573809,121.43837498920357,167.32504248868128,148.5427779982732,192.47616687481622,121.73583805435528,147.4030171743416,6.575378850045763
142.8594337649242,145.68667995371464,36.277200448221436,95.2326968633771,85.41803886440812,95.51982895267486,198.7829992029961,178.35394032437458,102.99582683566562,123.70935092787727,100.3607829994674,113.53207341289075,183.28760575780035,111.61845073019148,162.84908967882123,94.73464744815203,149.6132742555933,92.5641586442416,37.086086983073486,80.80167824242636,62.26680569019784,114.75258303750323,68.20770435149139,127.69030976762117,142.46090530401514,126.92613733681766,109.42198305212385,91.4981953811942,145.01205786941165,133.52895625371383,159.386001105706,124.13522662046756,160.27078122371537,136.59992824454224,129.76573386634132,149.69716886747563,100.15301665420155,112.40634506854346,102.84426466931592,46.45399206413882,246.1012460213034,217.29169729963039,118.7095923378737,107.4447864677642,92.31955094337758,163.28458051230587,175.595489573238,136.63442784057926,142.3594511093514,107.59337993446702,6.255939969056085
198.81544190685963,142.40511138295182,87.60994628409748,102.01303562154074,73.49044107115186,154.86903668317626,39.97425570991197,180.1876514928783,123.91319533901068,121.28182702697212,51.18679417516162,135.68447909557946,150.1199294124219,162.96377510085878,99.87976409768994,112.77604827535363,91.61421324641809,102.5722319502876,136.4579974679288,153.44609585993194,221.69466822394887,138.8711237134738,118.69185818240138,197.7080939423318,169.78110580073007,115.89146522993897,145.61823285333736,165.3271602876176,128.57335679865537,100.536241204618,88.73160068055415,121.57043238641502,104.0071856377773,154.26223438378096,74.26447199078196,156.46212595508342,145.99325908099902,122.76803853807549,103.20009811808114,130.03936575516005,129.7908313475578,100.40121987096204,136.44380084151604,198.62092427774365,105.14411692002835,171.75206521624025,140.30700400820294,143.50170108541974,117.14061534502629,147.32916390305496,6.201052977657815
179.05760820254412,148.19247501033362,88.40443404905868,27.040460905090644,77.79255977200374,158.02165317486848,111.46886189747717,72.49916793855458,132.15027632231315,223.98984843604478,122.79142660055581,174.43352231456853,78.74305658684025,168.97463213595174,145.06705697491518,129.93277757418693,186.95719652334054,170.61646788318515,172.48869688880697,38.61018501608825,88.89530736245133,114.05631577833334,164.017077945997,169.7197709701384,207.2083178524248,184.49837305238034,117.81367608922599,163.61400246768815,200.53987478958683,113.14871626742513,182.3878136040292,145.62220192344432,6.889498088687515,59.76116294652212,108.07336471512161,93.36603395446474,180.9476660369143,111.07716442556382,203.9936911144365,192.48113986912722,108.50947137246051,153.2828404030946,129.20093918498972,180.38852632746554,123.42766455548369,196.95684092272577,140.8904991824205,232.15825718401146,189.46027831722822,16.336041107833523,6.188125401907648
